Subj_idx,Stimulus,Response,Confidence,RT_decision,RT_confidence,Task
1,2,2,4,6.848,2.217,VP
1,2,2,6,1.879,2.25,VP
1,2,2,7,4.022,1.182,VP
1,2,2,6,1.106,1.803,VP
1,2,2,6,1.611,1.254,VP
1,2,2,6,1.487,1.775,VP
1,1,1,6,4.409,1.801,VP
1,2,2,5,1.799,0.833,VP
1,2,1,6,1.437,1.239,VP
1,2,1,6,1.176,0.684,VP
1,1,2,6,1.908,1.404,VP
1,2,1,3,1.5,1.33,VP
1,2,1,5,1.606,1.156,VP
1,2,2,4,0.887,1.392,VP
1,1,1,6,1.169,0.752,VP
1,1,1,5,1.337,0.844,VP
1,1,1,4,4.019,1.17,VP
1,1,2,3,1.476,2.155,VP
1,1,2,4,1.691,0.979,VP
1,2,2,7,1.446,0.657,VP
1,2,2,6,1.22,1.022,VP
1,2,2,8,1.352,0.668,VP
1,1,1,9,1.831,1.092,VP
1,2,2,5,1.951,0.859,VP
1,2,2,6,1.009,0.727,VP
1,1,1,5,6.569,0.777,VP
1,2,2,3,0.946,0.804,VP
1,2,2,2,1.024,2.61,VP
1,2,2,3,1.884,1.146,VP
1,1,1,3,1.963,1.196,VP
1,1,1,7,1.641,0.735,VP
1,1,2,5,0.778,2.103,VP
1,1,1,5,1.129,0.803,VP
1,1,1,4,0.329,2.727,VP
1,1,1,6,0.995,1.571,VP
1,1,1,2,1.136,1.743,VP
1,1,2,2,0.699,4.254,VP
1,1,1,2,0.619,2.504,VP
1,2,2,3,0.851,0.788,VP
1,2,1,4,1.542,1.465,VP
1,2,2,3,2.847,6.691,EF
1,2,2,10,1.589,2.473,EF
1,2,2,10,1.238,4.023,EF
1,2,2,10,0.942,2.623,EF
1,1,1,10,0.773,2.189,EF
1,1,1,8,1.534,4.057,EF
1,1,1,10,1.331,3.246,EF
1,1,1,10,0.581,6.381,EF
1,2,1,3,2.033,5.326,EF
1,2,2,7,1.111,4.966,EF
1,1,1,10,0.421,2.556,EF
1,1,1,10,1.235,2.963,EF
1,1,1,2,0.69,5.003,EF
1,1,1,9,1.032,2.7,EF
1,1,1,10,0.275,3.653,EF
1,2,2,10,0.163,2.495,EF
1,1,1,10,0.286,1.922,EF
1,1,1,10,0.219,2.504,EF
1,2,2,2,2.611,4.537,EF
1,2,2,10,0.209,2.218,EF
1,2,2,10,0.137,2.16,EF
1,1,1,10,0.167,2.275,EF
1,2,2,4,1.819,3.921,EF
1,2,2,10,1.047,3.575,EF
1,2,1,8,0.213,9.907,EF
1,2,1,6,1.157,4.131,EF
1,2,2,10,0.176,1.867,EF
1,1,1,10,0.218,3.403,EF
1,2,2,10,0.106,2.961,EF
1,1,1,4,3.812,3.255,EF
1,2,1,4,0.564,6.589,EF
1,1,1,10,0.321,5.31,EF
1,2,2,10,0.068,2.08,EF
1,1,1,10,0.237,1.739,EF
1,1,1,10,0.312,5.026,EF
1,1,2,8,1.867,5.204,EF
1,1,1,10,0.251,3.771,EF
1,1,1,10,0.159,1.766,EF
1,2,2,9,1.355,2.871,EF
1,1,1,10,0.172,3.289,EF
1,2,2,10,2.366,3.79,SM
1,1,1,2,3.895,19.142,SM
1,1,1,10,2.866,4.162,SM
1,1,2,2,5.524,8.471,SM
1,1,1,2,4.532,5.238,SM
1,2,1,2,3.255,20.758,SM
1,2,2,7,1.642,5.244,SM
1,1,1,6,10.667,6.104,SM
1,2,2,5,2.807,7.408,SM
1,1,2,3,3.597,3.806,SM
1,1,1,9,0.813,3.373,SM
1,1,1,0,2.503,4.524,SM
1,1,1,3,2.605,5.306,SM
1,1,1,2,2.451,6.82,SM
1,2,2,8,2.483,8.704,SM
1,2,2,5,2.523,5.503,SM
1,2,1,2,2.114,6.445,SM
1,2,1,0,0.376,17.901,SM
1,1,1,10,0.261,3.064,SM
1,1,1,6,2.625,3.185,SM
1,2,2,5,1.737,6.335,SM
1,1,1,10,0.228,3.363,SM
1,2,1,4,2.75,8.266,SM
1,2,2,0,0.495,7.791,SM
1,2,2,10,1.104,4.626,SM
1,2,2,10,0.283,3.162,SM
1,1,1,9,1.085,6.631,SM
1,1,1,1,1.079,4.817,SM
1,1,2,2,1.348,9.163,SM
1,2,1,1,0.181,7.341,SM
1,2,1,0,0.701,9.214,SM
1,2,2,9,0.958,10.583,SM
1,1,1,9,0.441,4.302,SM
1,1,1,10,0.216,3.518,SM
1,2,2,6,3.249,10.326,SM
1,1,2,3,2.292,18.238,SM
1,2,2,10,1.01,4.544,SM
1,2,2,9,1.548,17.697,SM
1,2,2,9,1.296,4.109,SM
1,1,2,10,0.164,4.172,SM
1,1,1,1,1.879,6.775,EM
1,2,2,10,0.297,2.627,EM
1,1,1,10,0.27,3.124,EM
1,1,1,10,0.253,1.923,EM
1,1,1,10,0.211,1.746,EM
1,1,1,10,0.159,2.258,EM
1,1,1,10,0.131,1.471,EM
1,1,1,9,0.207,3.325,EM
1,2,1,4,1.898,6.454,EM
1,2,2,2,1.007,4.142,EM
1,2,2,10,0.099,2.022,EM
1,1,1,10,0.226,3.695,EM
1,1,1,10,0.227,1.512,EM
1,2,2,6,3.173,3.665,EM
1,2,2,10,0.177,2.069,EM
1,1,1,10,0.298,2.953,EM
1,2,2,10,0.196,1.597,EM
1,2,1,4,2.754,4.412,EM
1,1,1,10,0.244,3.347,EM
1,2,2,10,0.238,2.258,EM
1,1,1,10,0.227,1.78,EM
1,2,1,4,0.671,3.841,EM
1,1,2,3,2.796,5.747,EM
1,1,1,10,0.218,1.803,EM
1,2,2,10,0.206,2.416,EM
1,2,1,2,3.993,3.66,EM
1,1,2,2,3.778,2.744,EM
1,1,1,1,1.517,4.715,EM
1,2,1,0,0.333,2.664,EM
1,2,1,1,0.865,9.127,EM
1,2,2,9,0.65,3.678,EM
1,2,2,4,1.408,2.192,EM
1,1,1,10,0.24,1.551,EM
1,2,2,10,0.285,3.222,EM
1,1,2,0,0.742,3.657,EM
1,2,2,10,0.115,1.712,EM
1,1,1,1,1.287,3.95,EM
1,2,2,2,0.631,2.683,EM
1,1,1,10,0.187,1.413,EM
1,2,2,10,0.113,1.843,EM
2,1,1,4,5.452,1.13,VP
2,2,1,4,3.239,1.167,VP
2,2,2,7,3.23,0.499,VP
2,2,2,8,1.392,0.86,VP
2,1,1,3,1.97,4.795,VP
2,1,2,4,3.397,1.673,VP
2,2,2,4,5.607,1.941,VP
2,1,2,5,1.57,0.627,VP
2,2,2,4,1.574,0.623,VP
2,2,2,5,1.985,0.693,VP
2,1,2,4,1.407,1.233,VP
2,2,2,5,1.779,0.671,VP
2,1,1,6,1.714,0.31,VP
2,2,2,5,1.829,0.814,VP
2,1,1,8,1.34,0.48,VP
2,1,1,5,2.558,0.757,VP
2,1,1,5,5.42,1.63,VP
2,2,2,4,1.677,0.448,VP
2,2,2,5,1.626,1.094,VP
2,1,1,3,1.556,1.172,VP
2,1,2,3,1.326,1.19,VP
2,1,1,2,3.344,1.175,VP
2,1,2,3,1.253,0.922,VP
2,2,1,9,1.217,0.327,VP
2,1,2,3,1.101,0.889,VP
2,2,2,4,1.236,0.355,VP
2,1,2,9,0.756,0.38,VP
2,2,2,7,2.514,0.319,VP
2,2,2,3,1.671,0.367,VP
2,2,2,5,2.027,0.513,VP
2,1,2,2,1.479,0.5,VP
2,2,2,6,1.901,0.614,VP
2,1,2,4,2.252,0.371,VP
2,2,1,6,1.667,0.596,VP
2,2,2,3,1.41,0.336,VP
2,1,2,4,1.447,0.676,VP
2,2,2,5,1.555,0.553,VP
2,1,2,4,1.941,0.573,VP
2,1,1,3,1.11,0.707,VP
2,1,1,4,1.042,0.786,VP
2,1,1,1,1.296,7.751,EF
2,2,2,10,2.483,5.955,EF
2,2,2,10,1.84,3.668,EF
2,2,2,9,1.52,8.592,EF
2,1,1,3,1.867,10.446,EF
2,2,2,10,0.75,5.54,EF
2,1,1,9,0.897,7.144,EF
2,2,2,10,0.959,5.441,EF
2,1,1,9,1.026,4.493,EF
2,1,1,10,0.946,2.986,EF
2,2,2,9,1.016,6.618,EF
2,2,2,10,1.24,4.541,EF
2,2,2,9,1.179,2.446,EF
2,1,1,5,1.382,9.683,EF
2,1,1,9,1.075,3.312,EF
2,1,1,10,1.372,4.422,EF
2,1,1,8,1.256,4.593,EF
2,1,1,10,0.682,3.403,EF
2,1,1,3,1.39,11.374,EF
2,2,2,6,1.855,3.625,EF
2,1,1,7,1.563,5.354,EF
2,2,2,10,1.197,4.29,EF
2,1,1,8,1.4,5.684,EF
2,1,1,10,0.985,1.711,EF
2,2,2,9,0.858,3.528,EF
2,1,1,10,1.48,11.984,EF
2,1,1,10,0.739,4.855,EF
2,1,1,10,0.474,2.803,EF
2,1,1,8,0.826,4.07,EF
2,2,2,6,0.873,5.094,EF
2,1,1,10,0.945,3.91,EF
2,2,2,9,1.051,3.737,EF
2,1,1,8,1.064,4.726,EF
2,2,2,7,1.47,4.315,EF
2,1,1,10,0.636,2.713,EF
2,2,2,10,0.717,7.131,EF
2,2,2,10,1.268,3.539,EF
2,2,2,9,3.524,2.414,EF
2,1,1,10,1.423,8.017,EF
2,1,1,9,1.147,4.329,EF
2,1,1,3,1.678,8.032,SM
2,1,1,10,1.972,3.955,SM
2,2,2,10,0.775,4.125,SM
2,2,2,10,2.371,6.496,SM
2,2,2,4,1.262,9.324,SM
2,1,1,9,1.147,3.363,SM
2,2,2,5,2.346,5.045,SM
2,1,1,9,1.45,4.995,SM
2,1,2,6,1.372,7.872,SM
2,1,1,8,0.903,8.317,SM
2,2,2,6,0.948,6.755,SM
2,2,2,8,1.24,3.517,SM
2,1,1,7,1.212,5.614,SM
2,2,2,4,1.437,9.123,SM
2,2,2,8,1.664,52.635,SM
2,2,2,4,1.33,5.037,SM
2,2,2,7,1.774,4.524,SM
2,2,2,4,1.043,6.238,SM
2,2,2,10,0.844,3.889,SM
2,2,2,10,0.721,3.169,SM
2,1,1,10,1.131,3.179,SM
2,2,2,7,1.665,3.669,SM
2,1,1,4,1.09,6.061,SM
2,1,1,10,0.487,3.333,SM
2,1,1,4,0.532,5.123,SM
2,1,1,4,0.74,5.838,SM
2,2,2,4,1.732,4.605,SM
2,2,2,5,0.889,3.67,SM
2,1,1,3,1.591,4.525,SM
2,1,1,5,1.206,4.174,SM
2,1,1,10,0.742,3.373,SM
2,1,1,4,2.068,8.472,SM
2,1,2,8,0.693,5.865,SM
2,2,2,10,0.88,3.025,SM
2,2,2,8,1.154,7.644,SM
2,2,2,6,1.109,4.131,SM
2,1,1,8,0.954,4.36,SM
2,2,2,10,0.506,3.227,SM
2,2,2,4,0.935,6.717,SM
2,1,1,4,0.85,4.769,SM
2,2,2,9,1.349,3.581,EM
2,2,2,4,0.727,3.583,EM
2,2,2,4,0.775,4.025,EM
2,1,1,7,1.246,2.575,EM
2,2,2,10,1.072,2.284,EM
2,1,1,10,0.823,3.492,EM
2,2,2,10,0.85,2.653,EM
2,1,1,8,0.779,2.455,EM
2,2,2,10,0.697,2.443,EM
2,1,1,10,1.011,2.188,EM
2,2,2,7,1.042,2.17,EM
2,2,2,10,0.801,1.951,EM
2,2,2,10,0.779,2.104,EM
2,2,2,6,1.086,2.298,EM
2,1,1,7,1.222,2.882,EM
2,1,1,7,0.856,4.26,EM
2,2,2,10,0.772,2.189,EM
2,1,1,10,0.815,2.908,EM
2,1,1,10,0.676,1.613,EM
2,2,2,10,0.613,1.656,EM
2,2,2,10,0.611,1.787,EM
2,1,1,10,0.689,1.569,EM
2,2,2,10,0.782,7.341,EM
2,1,2,5,1.316,4.206,EM
2,2,2,5,0.994,3.311,EM
2,2,2,7,0.849,3.21,EM
2,1,2,8,1.077,3.223,EM
2,1,1,10,0.417,3.218,EM
2,2,2,10,0.763,3.711,EM
2,2,2,10,0.612,3.772,EM
2,2,2,5,0.843,5.404,EM
2,2,1,5,0.954,3.777,EM
2,2,2,10,0.491,1.995,EM
2,2,2,4,1.235,3.895,EM
2,2,2,4,1.642,2.761,EM
2,1,1,10,0.469,2.448,EM
2,1,1,2,2.026,2.386,EM
2,1,1,10,0.235,2.112,EM
2,2,2,10,0.429,2.089,EM
2,2,2,10,0.53,2.236,EM
3,2,1,5,9.961,3.468,SM
3,2,2,6,2.406,6.249,SM
3,2,2,6,2.189,8.39,SM
3,1,2,2,2.399,7.749,SM
3,2,1,5,2.649,13.302,SM
3,2,2,8,0.844,11.03,SM
3,1,2,6,1.479,9.033,SM
3,2,1,3,1.739,8.771,SM
3,2,2,7,1.689,16.069,SM
3,2,2,4,1.285,6.139,SM
3,2,2,1,1.069,5.857,SM
3,2,2,4,1.354,9.754,SM
3,2,2,5,1.657,10.019,SM
3,2,2,2,0.704,5.109,SM
3,1,2,5,1.614,23.274,SM
3,2,1,4,1.279,6.708,SM
3,1,1,5,0.988,4.939,SM
3,1,1,8,0.828,4.764,SM
3,1,1,8,0.985,4.01,SM
3,2,2,6,3.226,10.345,SM
3,1,1,8,1.059,6.137,SM
3,1,1,6,0.812,11.28,SM
3,2,2,9,0.554,3.619,SM
3,1,2,2,4.722,10.211,SM
3,1,2,6,1.302,3.949,SM
3,1,1,5,1.601,19.993,SM
3,1,1,4,1.424,3.984,SM
3,2,2,8,0.948,15.039,SM
3,1,2,4,1.064,6.918,SM
3,2,1,3,1.432,9.093,SM
3,1,1,4,0.959,5.15,SM
3,1,2,1,0.392,11.768,SM
3,1,2,4,1.965,6.424,SM
3,1,1,4,0.396,11.822,SM
3,1,2,1,0.903,8.883,SM
3,2,2,4,1.111,3.642,SM
3,1,1,2,0.713,7.602,SM
3,2,2,2,1.331,4.196,SM
3,2,2,7,1.107,4.229,SM
3,2,2,7,2.909,11.798,SM
3,1,1,3,1.905,9.87,EF
3,1,1,5,1.341,6.265,EF
3,2,2,6,1.028,7.596,EF
3,2,2,9,1.345,3.168,EF
3,1,2,4,0.949,4.098,EF
3,2,2,7,0.831,2.641,EF
3,1,2,9,1.336,7.742,EF
3,1,1,10,3.785,4.468,EF
3,1,1,10,1.662,4.623,EF
3,1,1,2,0.862,5.806,EF
3,2,2,10,1.574,4.074,EF
3,1,1,10,1.115,2.545,EF
3,2,1,2,1.384,9.818,EF
3,1,1,5,0.655,4.992,EF
3,1,1,10,1.529,4.935,EF
3,1,1,10,0.617,2.085,EF
3,1,2,2,1.26,8.313,EF
3,1,1,10,1.222,10.249,EF
3,2,2,10,1.173,3.223,EF
3,2,2,8,0.807,5.808,EF
3,2,2,9,0.872,2.06,EF
3,1,1,9,0.66,5.539,EF
3,1,1,2,0.707,2.429,EF
3,1,1,5,1.232,3.659,EF
3,1,2,5,1.428,2.872,EF
3,1,1,9,1.05,1.702,EF
3,1,1,9,0.443,2.629,EF
3,1,1,9,0.799,2.083,EF
3,1,1,9,0.902,3.424,EF
3,1,1,5,0.532,4.13,EF
3,2,2,5,1.141,4.207,EF
3,1,1,6,2.324,4.947,EF
3,1,2,4,0.902,8.924,EF
3,1,1,10,0.86,1.497,EF
3,2,2,10,0.871,4.391,EF
3,1,1,10,0.855,2.507,EF
3,1,1,10,0.371,1.246,EF
3,1,1,10,0.617,4.568,EF
3,1,1,10,0.594,1.678,EF
3,1,1,9,1.045,6.356,EF
3,2,2,9,1.471,5.367,EM
3,2,2,9,0.813,2.556,EM
3,2,2,9,0.746,3.411,EM
3,1,1,9,0.858,3.211,EM
3,1,1,2,0.964,6.222,EM
3,2,2,9,1.244,2.189,EM
3,1,1,9,0.984,2.609,EM
3,2,2,10,1.781,1.856,EM
3,2,2,10,0.623,2.909,EM
3,2,2,10,0.402,1.637,EM
3,1,1,10,0.684,1.714,EM
3,1,1,9,1.888,3.176,EM
3,2,1,5,1.517,9.548,EM
3,1,1,5,1.099,5.479,EM
3,1,2,3,1.476,4.047,EM
3,2,1,2,0.74,6.672,EM
3,2,2,2,0.664,4.293,EM
3,1,2,2,0.803,3.821,EM
3,2,2,5,0.811,3.537,EM
3,2,2,10,0.669,2.281,EM
3,1,2,8,1.669,3.473,EM
3,2,2,10,0.788,2.113,EM
3,2,2,10,0.925,2.523,EM
3,1,1,10,0.338,2.495,EM
3,1,1,3,1.144,5.46,EM
3,1,2,2,0.725,5.289,EM
3,1,1,2,1.486,4.424,EM
3,1,2,2,0.752,3.042,EM
3,1,1,10,0.659,1.754,EM
3,2,1,6,1.21,3.944,EM
3,1,2,2,0.634,4.778,EM
3,1,2,2,0.751,3.4,EM
3,2,2,8,0.845,4.089,EM
3,1,2,3,1.046,4.307,EM
3,2,2,10,0.467,1.804,EM
3,2,2,10,0.864,2.568,EM
3,1,1,10,0.339,2.445,EM
3,2,2,10,0.748,2.205,EM
3,1,1,8,1.478,9.566,EM
3,2,2,10,0.434,2.203,EM
3,1,2,5,1.407,1.316,VP
3,2,2,4,0.898,1.345,VP
3,2,2,6,1.071,1.2,VP
3,2,2,6,1.093,2.589,VP
3,1,1,6,2.89,1.178,VP
3,2,2,5,0.77,0.819,VP
3,1,1,6,0.879,1.616,VP
3,2,2,6,0.929,0.794,VP
3,2,2,6,1.101,0.789,VP
3,1,1,5,0.923,0.979,VP
3,2,2,5,0.769,1.227,VP
3,1,1,5,1.23,0.857,VP
3,2,2,5,0.83,1.298,VP
3,1,1,6,1.085,0.831,VP
3,2,1,5,0.736,0.709,VP
3,2,1,5,1.838,0.732,VP
3,1,1,6,1.462,0.715,VP
3,2,2,6,0.662,0.749,VP
3,2,1,5,0.829,1.231,VP
3,1,2,6,1.028,0.68,VP
3,2,2,5,0.976,0.901,VP
3,1,1,6,1.176,1.217,VP
3,1,2,6,0.684,0.63,VP
3,2,2,6,0.975,0.675,VP
3,1,1,5,0.849,0.677,VP
3,2,2,5,0.631,1.008,VP
3,2,2,5,0.779,0.879,VP
3,2,2,5,0.625,0.485,VP
3,1,1,6,0.82,0.847,VP
3,1,1,6,0.737,0.744,VP
3,1,1,5,0.954,0.803,VP
3,2,2,6,0.718,0.698,VP
3,1,1,6,0.839,0.758,VP
3,2,1,6,0.735,0.683,VP
3,1,1,6,1.131,1.08,VP
3,1,1,6,0.629,0.598,VP
3,1,2,5,0.623,0.699,VP
3,1,1,8,0.757,0.697,VP
3,2,2,9,0.761,1.135,VP
3,2,2,9,0.708,1.464,VP
4,2,1,0,4.373,12.689,EF
4,2,2,10,2.305,4.668,EF
4,2,2,10,1.713,7.035,EF
4,1,1,9,2.518,5.049,EF
4,1,1,0,1.298,3.986,EF
4,2,2,1,2.043,14.438,EF
4,2,1,6,2.256,3.51,EF
4,2,2,10,5.428,8.306,EF
4,2,2,6,1.91,6.482,EF
4,1,1,10,2.698,4.137,EF
4,2,2,10,1.317,7.69,EF
4,1,1,3,2.128,21.085,EF
4,1,1,0,1.22,18.363,EF
4,1,1,10,1.93,2.577,EF
4,1,2,7,2.325,6.781,EF
4,1,1,10,1.349,8.806,EF
4,2,2,6,1.172,7.73,EF
4,1,1,8,1.949,4.831,EF
4,1,1,1,1.705,5.66,EF
4,2,2,10,1.271,3.9,EF
4,2,2,10,0.798,14.857,EF
4,1,1,10,1.872,4.459,EF
4,2,2,10,0.83,2.857,EF
4,2,2,10,0.696,2.042,EF
4,1,2,3,4.265,5.11,EF
4,2,2,10,0.371,2.72,EF
4,2,2,10,0.487,5.966,EF
4,2,2,10,0.593,1.91,EF
4,2,2,10,0.38,3.621,EF
4,2,2,10,0.764,3.122,EF
4,1,1,10,0.616,2.667,EF
4,2,2,6,2.131,10.187,EF
4,1,1,10,0.362,1.785,EF
4,1,1,10,0.468,5.072,EF
4,1,1,10,0.532,2.414,EF
4,2,2,10,0.532,2.822,EF
4,1,1,10,1.074,2.978,EF
4,2,2,8,1.476,3.012,EF
4,1,1,10,0.847,4.833,EF
4,1,1,10,0.62,2.03,EF
4,2,2,0,1.794,7.261,SM
4,1,1,2,1.747,14.913,SM
4,2,1,6,5.083,15.413,SM
4,1,2,3,1.509,12.999,SM
4,1,2,6,1.714,28.53,SM
4,2,2,4,1.578,7.678,SM
4,1,1,10,2.381,4.339,SM
4,2,2,6,1.284,9.397,SM
4,2,2,6,1.417,8.376,SM
4,2,2,10,2.179,18.479,SM
4,1,1,3,1.475,16.787,SM
4,1,1,6,1.823,8.391,SM
4,1,2,3,2.497,4.894,SM
4,1,2,0,0.671,2.908,SM
4,2,1,0,0.799,9.092,SM
4,2,2,2,0.787,3.27,SM
4,1,1,10,1.907,3.179,SM
4,1,1,6,2.002,5.878,SM
4,1,2,8,3.163,2.945,SM
4,2,1,0,0.796,7.747,SM
4,2,2,10,1.738,4.42,SM
4,1,1,4,1.357,17.348,SM
4,2,2,10,0.949,3.606,SM
4,1,1,4,1.978,11.478,SM
4,2,1,0,0.542,6.482,SM
4,2,1,3,1.153,9.919,SM
4,2,2,4,2.677,10.298,SM
4,2,2,10,1.352,6.201,SM
4,2,1,10,0.819,3.529,SM
4,2,1,4,2.468,6.505,SM
4,1,2,4,1.348,24.256,SM
4,1,1,2,1.773,10.198,SM
4,1,2,2,0.694,4.174,SM
4,1,1,3,0.973,9.322,SM
4,2,2,10,0.779,3.261,SM
4,1,2,5,1.216,21.467,SM
4,2,1,0,1.049,9.118,SM
4,1,1,0,0.651,7.646,SM
4,1,2,0,0.507,3.737,SM
4,1,1,10,0.972,5.614,SM
4,2,2,10,5.528,4.567,EM
4,1,1,10,0.69,3.562,EM
4,2,2,5,1.014,9.358,EM
4,2,2,10,0.494,1.965,EM
4,2,2,10,0.491,1.529,EM
4,1,1,10,0.558,1.99,EM
4,2,2,10,0.445,1.614,EM
4,1,1,10,0.409,1.786,EM
4,2,2,8,1.774,3.424,EM
4,2,2,10,0.864,2.134,EM
4,2,2,10,0.562,1.845,EM
4,2,2,6,2.158,5.491,EM
4,2,2,10,0.408,1.919,EM
4,2,2,0,3.003,9.279,EM
4,2,2,10,0.461,2.69,EM
4,2,2,10,0.925,2.89,EM
4,1,1,10,0.644,2.247,EM
4,2,1,4,1.408,6.409,EM
4,2,2,10,0.467,1.655,EM
4,2,2,10,0.713,1.544,EM
4,1,2,0,0.571,7.988,EM
4,1,1,10,1.137,3.027,EM
4,2,1,4,0.907,4.154,EM
4,2,2,10,0.836,2.222,EM
4,2,2,10,0.615,1.074,EM
4,1,1,10,0.528,2.534,EM
4,2,2,10,0.595,1.554,EM
4,1,1,10,0.515,2.211,EM
4,2,2,10,0.438,3.173,EM
4,2,2,10,0.429,2.156,EM
4,1,1,10,0.475,1.612,EM
4,2,2,10,0.475,1.703,EM
4,2,2,10,0.416,2.567,EM
4,1,1,10,0.418,3.687,EM
4,2,2,10,0.383,1.641,EM
4,2,2,10,0.38,1.855,EM
4,2,2,10,0.452,1.804,EM
4,2,2,4,0.841,3.385,EM
4,1,1,10,0.526,3.207,EM
4,2,2,10,0.41,1.753,EM
4,2,2,4,1.914,1.561,VP
4,1,2,4,1.898,1.836,VP
4,1,1,4,1.794,2.095,VP
4,1,1,6,0.599,0.958,VP
4,1,2,6,0.806,2.616,VP
4,2,2,6,0.804,0.996,VP
4,1,1,5,0.921,1.193,VP
4,1,2,0,0.868,1.48,VP
4,2,1,0,1.57,1.278,VP
4,1,1,2,0.717,1.205,VP
4,2,2,4,1.395,0.912,VP
4,1,1,1,0.975,1.067,VP
4,1,2,4,1.136,1.158,VP
4,1,1,10,1.53,0.795,VP
4,1,1,9,1.304,1.076,VP
4,2,2,8,1.248,0.917,VP
4,1,1,5,0.801,1.486,VP
4,1,1,4,2.96,0.859,VP
4,2,2,6,3.29,0.636,VP
4,1,1,9,0.777,0.761,VP
4,2,2,6,1.458,1.286,VP
4,2,2,5,1.3,1.63,VP
4,2,1,4,1.288,0.826,VP
4,2,2,6,0.692,0.98,VP
4,2,1,9,0.907,0.787,VP
4,1,1,0,0.439,2.059,VP
4,2,2,0,1.78,0.921,VP
4,2,2,2,0.759,0.933,VP
4,2,2,8,0.907,0.645,VP
4,2,2,7,0.644,0.68,VP
4,1,1,5,0.957,0.84,VP
4,2,2,9,0.708,0.73,VP
4,1,2,7,0.669,1.031,VP
4,2,2,8,0.908,0.672,VP
4,2,2,5,0.707,0.812,VP
4,1,1,5,0.746,0.687,VP
4,2,2,8,0.815,0.617,VP
4,1,1,5,0.719,0.799,VP
4,1,1,9,1.119,0.841,VP
4,2,1,0,1.164,0.872,VP
5,2,2,0,1.465,6.044,SM
5,1,2,2,3.13,7.678,SM
5,2,2,1,1.911,4.492,SM
5,1,1,5,5.786,18.362,SM
5,2,1,0,2.001,6.785,SM
5,2,2,0,2.351,7.583,SM
5,2,2,10,1.766,5.024,SM
5,1,1,10,1.862,3.374,SM
5,1,1,10,1.325,5.531,SM
5,1,1,5,1.66,8.263,SM
5,2,1,7,3.24,8.376,SM
5,2,2,1,1.99,4.374,SM
5,2,1,10,1.775,10.567,SM
5,1,1,10,1.808,6.168,SM
5,1,1,10,4.707,6.103,SM
5,2,2,2,2.044,6.214,SM
5,2,2,6,2.246,13.69,SM
5,1,1,10,1.47,4.315,SM
5,2,2,10,1.329,4.786,SM
5,2,2,0,0.988,5.563,SM
5,2,2,0,0.616,5.876,SM
5,1,1,10,1.819,13.279,SM
5,2,2,10,1.65,3.969,SM
5,2,2,10,0.727,6.991,SM
5,2,2,1,2.263,7.625,SM
5,1,2,5,0.662,6.54,SM
5,2,1,0,1.05,6.378,SM
5,1,1,0,4.533,6.239,SM
5,2,2,10,4.282,12.111,SM
5,2,2,10,0.856,4.126,SM
5,1,1,5,1.988,8.405,SM
5,2,2,3,1.155,6.02,SM
5,2,1,0,1.546,7.812,SM
5,2,2,8,3.074,9.02,SM
5,1,1,10,1.397,4.39,SM
5,1,2,4,2.2,7.693,SM
5,1,1,10,1.131,3.295,SM
5,1,1,5,14.4,10.669,SM
5,2,1,0,1.079,12.191,SM
5,1,1,10,2.303,2.651,SM
5,2,2,9,4.801,6.035,EF
5,2,2,0,0.726,3.674,EF
5,1,1,10,1.637,5.24,EF
5,2,2,10,4.301,5.748,EF
5,1,1,9,1.658,5.394,EF
5,2,2,10,1.258,6.128,EF
5,2,2,10,1.653,3.789,EF
5,2,2,10,0.96,2.734,EF
5,2,2,10,1.269,6.173,EF
5,2,2,10,1.158,5.241,EF
5,1,1,8,2.98,4.506,EF
5,2,2,10,0.875,3.68,EF
5,1,1,10,1.05,15.345,EF
5,1,1,10,3.268,7.355,EF
5,1,1,10,2.808,2.876,EF
5,1,1,10,1.382,4.791,EF
5,1,1,10,1.598,9.233,EF
5,1,1,10,0.946,8.67,EF
5,2,2,10,0.443,5.763,EF
5,1,1,10,1.237,5.24,EF
5,1,1,10,1.555,2.971,EF
5,1,1,10,0.88,5.367,EF
5,1,1,10,3.688,9.127,EF
5,2,2,7,2.391,6.159,EF
5,2,2,10,1.535,5.95,EF
5,1,1,10,1.092,3.672,EF
5,1,1,10,0.79,7.557,EF
5,2,2,9,2.432,5.135,EF
5,2,2,10,4.034,10.303,EF
5,2,2,10,0.43,8.249,EF
5,1,1,10,0.399,2.883,EF
5,1,1,10,0.396,4.013,EF
5,1,1,10,0.402,3.47,EF
5,1,1,10,0.353,2.335,EF
5,2,2,10,3.447,9.508,EF
5,1,1,10,0.334,3.449,EF
5,2,2,10,0.827,4.263,EF
5,2,2,10,0.62,5.814,EF
5,2,2,10,0.44,3.008,EF
5,1,1,10,0.264,2.376,EF
5,2,2,6,2.203,5.713,EM
5,2,2,9,1.865,3.794,EM
5,2,2,10,0.795,2.846,EM
5,1,1,10,0.521,2.811,EM
5,1,1,7,2.565,3.523,EM
5,2,2,9,1.34,5.63,EM
5,2,2,9,1.074,4.07,EM
5,1,1,10,0.754,3.703,EM
5,2,2,10,0.428,3.763,EM
5,1,1,10,0.477,3.115,EM
5,1,1,0,0.623,7.066,EM
5,1,1,10,0.68,2.325,EM
5,2,2,0,3.244,5.98,EM
5,1,1,5,0.783,3.85,EM
