Subj_idx,Stimulus,Response,Confidence,RT_decision,RT_confidence,Task
89,2,1,10,2.121,0.869,VP
89,2,2,5,1.024,1.001,VP
89,1,1,10,1.702,0.757,VP
89,1,1,10,0.938,0.444,VP
89,1,1,8,1.37,0.512,VP
89,2,2,0,1.14,0.939,VP
89,2,1,8,1.074,0.812,VP
89,2,1,8,0.983,0.867,VP
89,2,1,10,0.75,0.866,VP
89,1,2,6,0.951,1.134,VP
89,1,1,10,0.896,0.676,VP
89,1,1,10,0.524,0.889,VP
89,2,2,10,0.603,1.078,VP
89,2,1,8,0.912,1.276,VP
89,2,2,10,0.82,1.021,VP
89,2,2,10,0.467,0.696,VP
89,2,2,5,0.902,2.19,VP
89,2,1,5,2.526,1.04,VP
89,1,1,8,1.547,0.729,VP
89,1,1,5,0.761,0.959,VP
89,2,2,10,0.589,0.931,VP
89,1,2,10,0.413,1.064,VP
89,1,1,10,0.39,0.682,VP
89,1,2,0,1.002,10.111,SM
89,2,1,9,0.785,6.993,SM
89,2,2,8,0.966,8.649,SM
89,1,1,0,1.44,7.175,SM
89,2,2,10,0.709,9.782,SM
89,1,1,10,0.472,4.801,SM
89,1,2,10,2.575,4.725,SM
89,1,1,6,2.062,12.632,SM
89,1,1,5,0.849,9.594,SM
89,2,1,5,0.635,15.863,SM
89,1,1,9,0.634,13.745,SM
89,1,1,10,0.528,4.384,SM
89,2,2,10,1.15,7.674,SM
89,1,2,0,0.574,6.391,SM
89,1,2,10,0.223,10.166,SM
89,2,1,0,0.463,3.909,SM
89,1,1,0,0.255,5.692,SM
89,2,2,5,0.906,9.228,SM
89,2,2,0,0.553,8.468,SM
89,1,1,10,0.293,5.089,SM
89,1,2,0,0.527,8.416,SM
89,2,2,10,0.243,18.889,SM
89,1,1,10,0.393,3.969,SM
89,1,1,0,0.172,4.472,SM
89,2,1,10,0.767,3.7,SM
89,1,1,10,0.303,2.375,SM
89,1,1,8,1.194,5.77,SM
89,2,2,5,0.87,3.482,SM
89,2,1,0,0.664,3.051,SM
89,1,1,0,0.74,17.364,SM
89,2,2,0,0.827,2.662,SM
89,1,1,0,0.953,4.209,SM
89,1,1,10,0.877,3.722,SM
89,1,1,10,0.938,3.577,SM
89,2,2,0,1.119,5.108,SM
89,1,2,0,0.461,2.898,SM
89,2,1,0,0.877,2.922,SM
89,1,1,5,1.089,4.794,SM
89,1,2,5,0.56,3.325,SM
89,2,2,10,0.843,2.945,SM
90,1,1,0,2.654,3.94,EM
90,2,2,5,2.918,2.899,EM
90,2,1,1,1.672,5.201,EM
90,1,1,1,1.634,3.645,EM
90,2,2,5,2.179,4.32,EM
90,1,1,2,1.305,3.635,EM
90,2,2,5,1.496,4.685,EM
90,1,1,10,3.182,3.916,EM
90,1,1,6,1.818,4.902,EM
90,2,2,5,1.781,3.464,EM
90,1,1,10,1.305,2.861,EM
90,1,1,2,1.036,4.197,EM
90,1,1,10,1.332,2.73,EM
90,1,1,6,1.265,2.694,EM
90,1,1,1,1.049,3.302,EM
90,1,1,10,1.068,1.655,EM
90,2,2,10,1.132,3.48,EM
90,1,1,1,0.984,3.734,EM
90,1,1,7,1.813,4.272,EM
90,1,1,4,1.79,2.124,EM
90,2,2,3,1.66,3.83,EM
90,1,1,0,0.941,2.073,EM
90,2,2,10,1.102,3.207,EM
90,1,1,1,1.221,4.505,EM
90,1,1,10,0.969,1.443,EM
90,2,2,10,1.195,2.529,EM
90,2,1,2,2.149,2.122,EM
90,1,1,10,1.163,1.462,EM
90,1,1,10,0.943,4.3,EM
90,1,1,10,1.062,2.224,EM
90,2,2,1,1.073,4.827,EM
90,1,1,0,0.941,4.173,EM
90,2,2,1,1.021,3.415,EM
90,1,1,1,0.499,3.588,EM
90,2,1,0,0.481,2.735,EM
90,2,2,10,0.433,3.861,EM
90,1,1,10,0.82,2.039,EM
90,2,1,0,0.723,3.371,EM
90,1,1,10,0.632,3.109,EM
90,2,1,1,0.533,3.198,EM
90,2,2,2,1.758,7.515,EF
90,2,2,9,1.506,4.92,EF
90,2,2,10,1.219,3.263,EF
90,1,1,9,2.734,2.991,EF
90,1,1,10,1.944,4.452,EF
90,2,2,5,0.99,7.69,EF
90,1,1,4,1.274,4.519,EF
90,1,1,10,0.477,1.881,EF
90,1,1,10,0.868,1.997,EF
90,2,2,5,1.431,3.657,EF
90,2,2,9,1.398,2.79,EF
90,2,2,0,1.351,3.808,EF
90,2,2,10,2.512,3.834,EF
90,1,1,10,1.27,2.724,EF
90,1,1,4,1.777,6.452,EF
90,1,1,8,2.292,6.697,EF
90,1,1,5,1.202,3.062,EF
90,2,2,10,0.785,2.385,EF
90,2,2,10,1.099,1.97,EF
90,2,2,6,1.837,5.831,EF
90,1,1,10,1.233,3.285,EF
90,1,1,10,1.833,2.127,EF
90,1,1,10,0.688,2.576,EF
90,1,1,10,1.692,2.238,EF
90,2,2,10,0.804,1.713,EF
90,1,1,10,1.164,1.422,EF
90,2,1,5,1.262,2.807,EF
90,1,1,10,0.771,2.045,EF
90,2,2,10,1.053,1.572,EF
90,1,1,6,2.085,2.606,EF
90,1,1,0,1.114,8.552,EF
90,1,1,0,0.949,6.24,EF
90,1,1,10,0.492,2.013,EF
90,2,2,10,1.007,1.958,EF
90,1,2,5,1.044,6.097,EF
90,1,1,2,1.035,2.237,EF
90,2,2,6,2.449,3.485,EF
90,2,2,10,0.87,2.79,EF
90,1,1,2,1.073,7.194,EF
90,1,1,2,0.911,4.066,EF
90,1,1,1,1.677,1.231,VP
90,1,1,5,2.4,1.318,VP
90,1,1,5,1.115,2.562,VP
90,1,2,5,1.831,0.817,VP
90,2,1,5,2.853,1.065,VP
90,1,1,5,1.137,1.593,VP
90,1,1,5,2.838,2.407,VP
90,1,1,5,0.91,1.608,VP
90,2,2,8,1.579,1.12,VP
90,1,1,6,1.266,1.045,VP
90,1,1,5,0.856,2.451,VP
90,1,1,9,1.473,1.135,VP
90,2,1,2,6.167,0.85,VP
90,1,2,1,2.262,0.999,VP
90,2,1,0,2.545,1.869,VP
90,2,2,2,1.561,1.626,VP
90,2,1,0,1.265,1.426,VP
90,1,2,0,1.984,1.392,VP
90,1,2,5,3.446,1.573,VP
90,1,1,0,0.899,2.879,VP
90,1,1,2,3.044,0.821,VP
90,1,1,0,2.167,1.083,VP
90,1,1,0,1.158,1.165,VP
90,2,2,1,1.132,0.896,VP
90,1,1,0,0.494,2.073,VP
90,1,2,1,0.811,0.746,VP
90,1,1,0,0.648,1.392,VP
90,1,2,0,0.816,1.742,VP
90,1,1,2,1.011,0.695,VP
90,2,2,1,0.917,0.681,VP
90,2,1,0,0.735,1.133,VP
90,2,2,1,0.713,0.693,VP
90,2,2,1,1.617,0.794,VP
90,2,2,1,1.099,1.063,VP
90,2,2,1,0.686,1.556,VP
90,1,1,0,0.476,2.514,VP
90,1,1,1,0.655,0.583,VP
90,1,1,1,0.778,0.444,VP
90,1,1,0,1.088,1.15,VP
90,1,2,1,0.854,0.841,VP
90,2,2,10,2.219,3.146,SM
90,2,2,0,1.949,3.49,SM
90,1,1,10,1.038,7.382,SM
90,1,1,10,0.524,3.772,SM
90,1,2,5,1.115,8.438,SM
90,2,2,2,1.627,6.046,SM
90,1,1,0,1.007,4.449,SM
90,2,1,6,2.458,9.837,SM
90,1,2,5,2.418,5.903,SM
90,2,1,5,1.148,4.496,SM
90,2,1,5,0.919,7.109,SM
90,2,2,5,2.299,4.337,SM
90,1,1,5,0.78,7.422,SM
90,2,2,6,1.382,6.332,SM
90,2,1,4,0.898,4.278,SM
90,1,2,8,2.337,2.477,SM
90,2,2,5,1.185,10.394,SM
90,1,1,8,1.492,11.897,SM
90,2,2,1,2.288,4.184,SM
90,1,1,8,3.147,12.212,SM
90,2,2,10,1.551,3.516,SM
90,1,1,8,2.329,3.36,SM
90,2,2,9,1.299,4.803,SM
90,1,1,8,1.314,5.694,SM
90,2,2,1,2.052,10.197,SM
90,2,1,8,1.086,5.457,SM
90,2,2,6,1.652,8.33,SM
90,1,1,5,1.243,4.145,SM
90,2,2,8,2.376,5.209,SM
90,2,1,1,2.141,6.265,SM
90,2,2,9,2.254,4.023,SM
90,2,2,8,1.058,9.395,SM
90,1,2,1,0.58,6.872,SM
90,1,2,1,1.131,9.412,SM
90,1,2,8,1.402,14.837,SM
90,1,1,0,0.421,2.706,SM
90,2,2,1,1.336,3.668,SM
90,1,2,9,1.261,3.306,SM
90,2,2,1,1.477,7.706,SM
90,2,2,8,1.027,2.929,SM
91,2,1,8,5.561,7.944,SM
91,1,1,10,1.431,10.233,SM
91,1,1,10,1.451,9.821,SM
91,2,2,9,2.463,6.375,SM
91,2,2,10,2.34,8.564,SM
91,2,2,7,1.568,6.934,SM
91,2,1,8,4.833,9.968,SM
91,1,1,1,1.682,9.079,SM
91,1,1,10,1.682,7.478,SM
91,2,2,0,1.264,3.342,SM
91,2,2,10,1.401,5.893,SM
91,1,2,6,2.216,8.576,SM
91,2,2,8,2.128,19.351,SM
91,2,2,10,1.481,5.202,SM
91,1,2,10,0.65,7.069,SM
91,1,2,3,2.197,8.015,SM
91,1,1,10,0.929,3.285,SM
91,1,2,6,1.241,3.835,SM
91,2,1,2,1.558,6.574,SM
91,1,1,3,2.934,15.399,SM
91,1,2,1,1.528,5.984,SM
91,1,1,0,0.627,3.546,SM
91,1,2,2,1.25,6.561,SM
91,2,2,10,1.691,4.071,SM
91,1,2,9,1.515,8.479,SM
91,2,2,5,0.928,7.909,SM
91,1,1,10,1.021,3.298,SM
91,2,2,10,2.605,9.315,SM
91,2,2,10,0.68,9.852,SM
91,2,2,10,1.224,3.492,SM
91,1,2,6,0.836,7.206,SM
91,2,2,6,1.485,8.273,SM
91,1,1,0,0.419,4.729,SM
91,1,1,9,2.87,7.425,SM
91,2,1,10,1.218,5.57,SM
91,2,2,10,0.759,3.792,SM
91,1,1,0,0.657,5.576,SM
91,1,1,10,0.695,3.75,SM
91,1,1,10,0.461,2.331,SM
91,1,2,3,5.56,6.25,SM
91,2,2,8,2.166,8.574,EM
91,2,2,10,0.921,2.911,EM
91,2,1,6,1.157,3.548,EM
91,2,2,8,1.362,5.67,EM
91,2,1,10,1.18,5.763,EM
91,2,2,10,1.352,2.668,EM
91,2,1,10,0.623,2.225,EM
91,2,2,3,1.151,4.525,EM
91,1,1,3,1.363,1.905,EM
91,2,2,10,1.183,2.516,EM
91,2,1,2,1.555,6.854,EM
91,1,1,1,2.297,2.452,EM
91,2,1,10,2.416,2.684,EM
91,2,2,10,1.602,2.887,EM
91,1,1,10,0.545,2.369,EM
91,1,2,7,1.576,4.819,EM
91,1,1,10,0.983,3.008,EM
91,2,2,6,1.85,7.911,EM
91,1,1,10,0.335,4.959,EM
91,1,1,4,1.407,7.617,EM
91,1,2,8,1.34,3.597,EM
91,1,1,10,1.352,1.718,EM
91,2,2,10,0.616,2.176,EM
91,2,1,10,0.714,2.295,EM
91,2,1,10,0.819,3.029,EM
91,1,1,10,0.347,4.753,EM
91,2,2,7,1,3.684,EM
91,2,2,10,0.751,4.591,EM
91,2,1,10,0.378,1.736,EM
91,1,1,2,0.522,4.603,EM
91,1,1,2,2.06,3.221,EM
91,2,1,10,0.577,4.569,EM
91,1,1,4,1.305,2.802,EM
91,2,1,7,1.363,2.829,EM
91,1,1,1,1.781,3.748,EM
91,1,1,10,0.611,2.837,EM
91,1,1,2,1.646,3.306,EM
91,2,1,8,1.31,3.524,EM
91,2,2,8,1.23,2.674,EM
91,2,2,2,1.476,4.988,EM
91,2,2,10,0.342,9.849,EF
91,1,1,10,0.382,2.024,EF
91,1,1,10,1.528,2.576,EF
91,1,1,10,1.133,3.214,EF
91,1,1,10,0.976,4.776,EF
91,2,2,10,0.642,2.486,EF
91,1,1,10,0.636,4.655,EF
91,1,1,10,0.508,1.938,EF
91,1,1,1,5.138,13.812,EF
91,1,1,5,1.405,6.123,EF
91,2,2,10,0.562,1.07,EF
91,2,2,10,1.483,2.238,EF
91,1,1,10,0.718,3.274,EF
91,2,2,10,0.452,2.272,EF
91,2,2,10,0.742,3.482,EF
91,2,2,10,0.732,2.405,EF
91,2,2,5,1.643,2.621,EF
91,2,2,10,0.537,3.036,EF
91,1,1,10,0.37,2.078,EF
91,1,1,10,1.03,2.557,EF
91,2,2,3,1.153,3.277,EF
91,1,1,10,0.341,5.732,EF
91,2,2,10,0.555,1.329,EF
91,2,2,10,0.738,2.087,EF
91,1,2,7,1.873,2.502,EF
91,1,1,10,0.51,1.416,EF
91,1,1,3,0.66,5.047,EF
91,2,2,10,0.353,2.26,EF
91,1,1,4,0.213,5.072,EF
91,2,2,10,0.778,2.079,EF
91,2,2,10,0.23,2.865,EF
91,1,1,10,0.403,1.887,EF
91,1,1,10,0.308,2.522,EF
91,2,2,10,1.041,1.709,EF
91,1,1,10,0.524,2.055,EF
91,2,2,10,0.261,1.748,EF
91,1,1,10,0.299,1.696,EF
91,2,2,10,1.124,2.205,EF
91,1,1,10,1.366,4.14,EF
91,2,2,10,1.107,1.129,EF
91,1,1,7,0.236,3.789,VP
91,2,2,10,0.849,1.068,VP
91,1,1,10,0.535,0.908,VP
91,1,1,4,0.612,2.38,VP
91,1,1,10,1.047,0.742,VP
91,1,1,5,0.448,9.617,VP
91,1,1,8,2.719,1.009,VP
91,1,1,10,0.386,0.861,VP
91,2,1,5,3.534,1.482,VP
91,1,1,10,1.071,0.508,VP
91,1,1,10,0.438,0.757,VP
91,1,1,8,2.142,2.807,VP
91,2,2,10,0.313,0.894,VP
91,2,2,10,0.257,1.185,VP
91,2,1,8,2.096,2.351,VP
91,1,1,10,0.412,0.447,VP
91,1,1,10,0.365,0.948,VP
91,2,2,10,0.333,0.773,VP
91,1,1,10,0.408,0.91,VP
91,2,2,10,0.422,0.541,VP
91,1,2,10,0.354,0.619,VP
91,2,2,10,0.407,0.767,VP
91,1,2,7,0.713,2.401,VP
91,1,2,10,0.381,1.823,VP
91,1,1,10,0.365,0.907,VP
91,1,1,10,0.364,0.772,VP
91,2,2,10,0.252,1.206,VP
91,2,2,10,0.283,0.762,VP
91,1,1,10,0.4,0.526,VP
91,1,1,7,0.33,1.969,VP
91,2,1,10,0.364,0.988,VP
91,1,2,5,0.532,1.53,VP
91,2,2,10,0.979,0.413,VP
91,2,2,10,0.287,0.649,VP
91,1,1,10,0.362,0.695,VP
91,2,2,10,0.357,0.923,VP
91,2,2,8,0.823,1.175,VP
91,2,2,10,0.318,0.616,VP
91,1,1,10,1.488,0.392,VP
91,2,1,10,0.428,0.564,VP
92,1,1,7,7.174,5.257,EM
92,1,1,10,4.256,2.734,EM
92,1,2,6,2.118,4.324,EM
92,2,2,3,2.734,7.241,EM
92,2,1,4,4.537,3.744,EM
92,2,2,7,2.117,1.915,EM
92,2,2,8,1.99,2.032,EM
92,2,1,1,1.582,4.141,EM
92,2,2,3,2.858,4.27,EM
92,2,1,7,1.745,3.719,EM
92,2,2,9,1.33,4.378,EM
92,2,1,6,1.42,2.956,EM
92,1,2,0,1.146,4.578,EM
92,2,2,0,1.183,3.892,EM
92,1,2,1,1.325,5.207,EM
92,1,1,5,1.854,1.415,EM
92,1,2,6,2.779,4.187,EM
92,2,2,6,6.11,3.315,EM
92,2,1,0,0.334,6.057,EM
92,1,1,3,3.128,4.592,EM
92,1,1,3,1.969,4.827,EM
92,1,2,1,2.295,2.466,EM
92,2,2,0,0.614,9.083,EM
92,2,2,5,1.603,1.637,EM
92,1,1,3,2.961,5.402,EM
92,2,1,5,1.449,2.035,EM
92,2,1,4,1.704,5.334,EM
92,1,1,5,1.614,2.923,EM
92,1,1,3,1.147,5.788,EM
92,1,1,9,1.693,2.773,EM
92,2,2,3,3.187,2.337,EM
92,1,1,6,1.874,2.003,EM
92,2,2,10,4.236,1.855,EM
92,2,2,1,2.169,4.01,EM
92,1,1,8,1.927,2.458,EM
92,2,1,0,0.399,4.225,EM
92,2,2,9,2.164,4.838,EM
92,2,2,9,0.84,4.301,EM
92,1,2,1,2.774,8.574,EM
92,1,1,1,2.462,3.382,EM
92,2,2,5,1.37,14.395,EF
92,1,1,6,2.062,5.858,EF
92,1,1,10,2.132,4.472,EF
92,1,1,10,1.37,7.012,EF
92,1,1,10,1.73,5.37,EF
92,1,1,10,0.407,7.2,EF
92,2,2,10,0.559,7.101,EF
92,1,1,10,0.471,3.634,EF
92,1,1,10,0.808,5.493,EF
92,2,2,10,1.471,2.117,EF
92,1,2,3,5.054,11.482,EF
92,1,1,10,1.803,2.829,EF
92,1,1,10,1.562,3.086,EF
92,1,1,10,1.267,4.062,EF
92,2,2,10,1.205,2.772,EF
92,1,1,10,1.094,3.782,EF
92,2,2,9,1.294,7.149,EF
92,2,2,8,0.688,5.376,EF
92,2,2,10,1.335,2.874,EF
92,2,2,10,1.709,5.314,EF
92,2,2,10,0.665,7.244,EF
92,2,2,10,0.784,1.592,EF
92,1,1,10,0.767,3.416,EF
92,2,2,10,0.882,7.595,EF
92,2,2,9,2.08,4.217,EF
92,2,2,10,0.668,8.43,EF
92,1,1,10,0.597,2.739,EF
92,2,2,10,0.338,2.595,EF
92,1,1,8,1.726,3.149,EF
92,1,1,6,3.329,6.294,EF
92,1,1,10,1.33,3.028,EF
92,2,2,10,1.193,5.186,EF
92,1,1,10,1.833,3.185,EF
92,2,2,10,1.207,3.099,EF
92,2,2,10,3.224,2.118,EF
92,1,1,10,1.087,4.766,EF
92,2,2,10,0.402,8.387,EF
92,2,2,9,2.611,2.621,EF
92,2,2,10,1.154,3.137,EF
92,1,1,10,1.105,3.069,EF
92,2,2,1,1.823,3.684,VP
92,2,2,2,2.936,1.168,VP
92,2,1,2,2.087,0.967,VP
92,1,1,0,0.365,2.331,VP
92,2,2,3,1.11,0.841,VP
92,2,2,3,2.273,1.344,VP
92,1,2,0,0.664,3.585,VP
92,2,2,4,1.638,0.665,VP
92,1,1,1,1.101,0.947,VP
92,1,2,2,3.336,2.492,VP
92,1,1,6,1.341,0.539,VP
92,1,2,2,1.334,0.898,VP
92,1,2,2,1.272,0.851,VP
92,2,2,4,1.472,0.626,VP
92,1,1,6,1.184,0.568,VP
92,1,1,3,1.825,0.76,VP
92,2,2,6,1.007,0.691,VP
92,2,2,8,1.171,0.604,VP
92,2,1,6,1.428,0.53,VP
92,1,1,8,0.933,0.547,VP
92,2,2,8,0.82,0.688,VP
92,1,2,10,0.886,0.448,VP
92,2,2,3,1.558,1.432,VP
92,2,2,5,0.768,0.692,VP
92,2,2,7,1.94,0.804,VP
92,2,2,4,1.921,0.544,VP
92,1,1,6,2.561,0.511,VP
92,2,2,8,0.849,0.409,VP
92,2,1,4,1.393,1.451,VP
92,1,1,7,1.512,0.351,VP
92,1,2,9,1.543,0.341,VP
92,2,1,4,3.102,0.516,VP
92,2,2,7,1.302,0.282,VP
92,1,1,8,0.854,0.398,VP
92,2,2,7,1.673,0.643,VP
92,2,2,6,2.217,0.643,VP
92,1,1,8,0.856,0.617,VP
92,1,1,5,1.528,1.034,VP
92,1,1,7,2.947,0.72,VP
92,2,2,3,8.002,1.228,VP
92,1,2,2,5.489,5.835,SM
92,1,1,7,2.856,2.501,SM
92,1,1,0,0.188,9.405,SM
92,2,2,10,1.495,7.7,SM
92,2,2,10,0.613,6.898,SM
92,1,1,10,1.073,5.244,SM
92,1,2,8,1.93,4.669,SM
92,2,2,2,1.674,4.004,SM
92,1,1,10,0.765,2.598,SM
92,1,1,0,0.949,5.79,SM
92,2,1,0,0.733,2.823,SM
92,1,1,6,0.96,6.751,SM
92,2,2,10,0.802,2.136,SM
92,2,2,0,1.248,3.817,SM
92,2,1,0,0.55,3.949,SM
92,2,1,3,0.385,3.919,SM
92,2,1,3,0.653,5.073,SM
92,1,2,0,0.863,4.249,SM
92,2,2,6,1.704,3.235,SM
92,1,1,7,0.821,17.523,SM
92,1,1,7,0.459,6.379,SM
92,1,1,6,0.754,5.329,SM
92,1,1,10,0.407,3.7,SM
92,1,2,0,0.708,2.854,SM
92,2,2,10,1.249,6.543,SM
92,1,1,10,0.576,5.934,SM
92,1,2,6,3.116,5.697,SM
92,2,1,0,0.319,2.767,SM
92,2,2,0,0.512,3.626,SM
92,2,1,0,0.23,6.916,SM
92,2,2,3,0.662,4.132,SM
92,2,2,0,0.55,5.923,SM
92,1,1,10,0.244,8.263,SM
92,1,1,2,1.633,4.002,SM
92,2,2,3,2.304,2.567,SM
92,1,1,0,0.206,3.699,SM
92,1,1,1,1.141,5.59,SM
92,1,2,0,0.978,6.111,SM
92,1,2,0,0.425,3.194,SM
92,1,1,10,0.312,3.544,SM
93,2,2,10,2.006,3.641,EF
93,1,1,10,1.533,1.748,EF
93,1,2,5,7.06,4.955,EF
93,2,2,10,1.596,2.83,EF
93,2,2,10,1.608,2.018,EF
93,1,1,10,1.205,1.356,EF
93,1,1,5,2.543,3.316,EF
93,2,2,10,1.306,2.444,EF
93,1,1,5,1.805,3.664,EF
93,1,1,10,1.116,1.247,EF
93,1,1,10,1.982,1.999,EF
93,2,2,10,1.358,1.582,EF
93,1,1,10,1.006,2.748,EF
93,2,2,10,0.935,1.683,EF
93,2,1,5,1.879,5.166,EF
93,2,2,0,2.227,3.52,EF
93,1,1,5,2.391,1.466,EF
93,1,1,10,1.238,1.799,EF
93,2,2,10,1.285,1.656,EF
93,1,1,10,0.985,2.793,EF
93,2,2,5,1.537,5.009,EF
93,1,1,5,0.988,6.547,EF
93,1,1,10,1.184,1.259,EF
93,2,2,10,0.944,2.268,EF
93,2,2,10,1.165,1.639,EF
93,2,2,10,1.361,1.11,EF
93,1,1,10,1.088,1.809,EF
93,2,2,10,0.733,2.123,EF
93,2,1,5,2.852,7.963,EF
93,1,1,5,1.117,5.498,EF
93,2,2,10,1.009,2.052,EF
93,2,2,10,0.958,2.641,EF
93,1,1,10,1.374,1.423,EF
93,2,2,10,0.763,5.12,EF
93,1,1,10,0.617,1.077,EF
93,2,2,10,0.798,1.332,EF
93,2,2,5,1.233,2.543,EF
93,2,2,0,1.839,2.566,EF
93,1,1,5,1.941,3.715,EF
93,1,1,10,0.528,6.326,EF
93,1,1,2,4.45,4.502,EM
93,1,1,5,1.99,2.407,EM
93,1,1,6,2.563,2.654,EM
93,1,1,5,2.487,1.724,EM
93,2,2,10,1.301,2.323,EM
93,2,1,0,1.053,3.865,EM
93,1,1,10,0.859,1.362,EM
93,2,2,10,0.89,2.76,EM
93,2,2,4,3.03,4.974,EM
93,1,1,3,2.379,1.82,EM
93,1,1,4,1.635,3.579,EM
93,2,2,10,0.799,2.833,EM
93,1,1,10,0.594,1.695,EM
93,1,1,10,0.997,2.698,EM
93,1,1,6,1.654,4.356,EM
93,2,2,10,0.717,2.531,EM
93,2,1,10,0.562,3.736,EM
93,1,2,1,1.415,7.058,EM
93,2,2,10,0.419,1.854,EM
93,1,1,2,1.765,4.898,EM
93,2,1,5,2.638,2.582,EM
93,2,2,5,1.465,2.044,EM
93,1,1,1,1.498,2.87,EM
93,2,2,10,1.605,1.79,EM
93,2,2,6,2.893,3.373,EM
93,2,2,10,0.875,1.721,EM
93,1,1,10,0.541,1.239,EM
93,1,1,10,0.305,2.919,EM
93,1,1,5,2.325,3.556,EM
93,1,2,1,1.012,3.463,EM
93,2,2,2,1.564,1.946,EM
93,1,1,10,0.532,1.772,EM
93,1,1,5,1.699,5.654,EM
93,2,2,2,1.558,3.591,EM
93,1,1,10,0.722,1.303,EM
93,1,2,1,0.846,3.348,EM
93,2,2,10,0.478,1.899,EM
93,2,2,0,1.366,3.498,EM
93,1,1,10,0.62,2.446,EM
93,1,1,10,0.481,1.802,EM
93,1,1,10,1.55,3.241,SM
93,2,2,10,0.749,6.231,SM
93,1,1,5,1.32,4.534,SM
93,2,1,2,1.208,7.234,SM
93,2,2,0,2.597,9.423,SM
93,2,2,5,1.427,2.996,SM
93,1,1,6,2.017,5.569,SM
93,2,2,0,1.111,8.784,SM
93,2,2,10,0.965,5.297,SM
93,1,2,0,1.308,3.805,SM
93,1,1,0,1.12,3.967,SM
93,2,2,10,0.999,3.066,SM
93,2,1,4,2.042,9.894,SM
93,1,1,0,1.719,6.6,SM
93,2,2,10,1.189,4.106,SM
93,2,2,7,1.907,3.229,SM
93,2,2,10,0.719,3.958,SM
93,2,2,7,1.874,6.786,SM
93,1,1,1,2.203,4.879,SM
93,2,2,10,0.968,4.618,SM
93,2,2,10,0.706,5.377,SM
93,1,1,0,1.091,5.013,SM
93,2,2,10,0.489,3.935,SM
93,2,2,0,1.101,6.581,SM
93,1,1,5,2.142,4.44,SM
93,1,1,0,1.01,5.928,SM
93,2,2,10,1.065,3.569,SM
93,1,1,6,2.872,4.526,SM
93,1,2,0,0.875,7.821,SM
93,2,2,8,2.303,8.575,SM
93,2,2,5,1.916,4.13,SM
93,1,2,0,1.06,5.455,SM
93,2,2,10,1.542,3.841,SM
93,1,2,3,2.013,9.023,SM
93,1,1,5,2.547,6.604,SM
93,2,2,5,2.055,14.5,SM
93,1,1,0,1.264,7.46,SM
93,2,1,0,2.789,2.981,SM
93,1,1,5,1.707,6.396,SM
93,2,1,2,1.38,4.422,SM
93,2,2,5,1.725,0.557,VP
93,1,1,5,1.265,0.411,VP
93,1,2,0,0.923,1.138,VP
93,1,2,6,1.317,0.639,VP
93,1,2,0,0.938,1.137,VP
93,2,2,4,1.294,0.649,VP
93,1,1,7,3.685,0.423,VP
93,2,2,6,0.978,0.203,VP
93,2,2,6,1.059,0.287,VP
93,1,1,0,0.945,0.551,VP
93,2,1,6,0.921,0.41,VP
93,2,2,10,1.455,0.299,VP
93,1,1,6,1.15,0.423,VP
93,2,2,4,1.055,0.524,VP
93,1,1,6,1.026,0.328,VP
93,2,2,6,1.062,0.298,VP
93,2,2,7,0.877,0.281,VP
93,1,1,3,1.463,0.307,VP
93,1,1,5,1.057,0.435,VP
93,1,2,5,1.062,0.265,VP
93,1,2,0,0.885,0.597,VP
93,1,2,0,0.811,0.346,VP
93,1,2,5,0.91,0.423,VP
93,1,1,6,0.936,0.342,VP
93,2,1,5,1.248,0.3,VP
93,1,1,8,1.034,0.327,VP
93,2,1,7,1.096,0.275,VP
93,2,2,8,1.452,0.413,VP
93,2,1,5,1.35,0.399,VP
93,2,2,6,1.039,0.308,VP
93,2,2,7,1.015,0.333,VP
93,2,2,2,1.326,0.324,VP
93,1,2,5,1.059,0.329,VP
93,1,2,1,1.17,0.369,VP
93,1,1,0,1.14,0.288,VP
93,1,1,5,0.93,0.411,VP
93,1,2,5,1.187,0.27,VP
93,2,2,5,1.087,0.308,VP
93,2,1,0,0.813,0.465,VP
93,2,1,4,1.305,0.335,VP
94,2,2,0,11.625,11.402,EM
94,2,1,3,5.5,12.847,EM
94,2,2,10,3.746,4.911,EM
94,1,1,6,4.081,7.219,EM
94,1,1,10,3.321,3.269,EM
94,2,2,5,4.077,4.307,EM
94,2,2,2,8.556,6.097,EM
94,2,2,7,3.015,4.709,EM
94,2,2,0,1.242,7.878,EM
94,2,2,3,3.603,7.879,EM
94,1,2,0,3.597,7.322,EM
94,2,1,9,2.897,4.06,EM
94,2,1,4,2.424,6.484,EM
94,2,2,8,2.142,4.407,EM
94,1,1,5,7.427,8.104,EM
94,2,2,10,2.036,4.722,EM
94,1,2,5,3.507,4.17,EM
94,1,1,2,1.661,6.214,EM
94,1,2,2,7.171,7.77,EM
94,2,2,6,2.222,4.323,EM
94,1,1,9,1.521,9.052,EM
94,2,2,7,2.431,4.324,EM
94,2,1,0,1.076,6.805,EM
94,1,1,4,2.124,4.88,EM
94,2,2,7,4.551,6.166,EM
94,1,2,0,0.541,8.256,EM
94,1,2,7,1.684,5.006,EM
94,1,1,1,1.269,8.264,EM
94,2,2,3,1.967,4.434,EM
94,1,1,8,1.832,4.384,EM
94,1,2,0,1.244,5.822,EM
94,2,1,5,2.003,5.521,EM
