Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Day,Feedback
10,1,2,2,0.389,0.273,4,0
10,1,1,1,0.321,0.263,4,0
10,2,2,4,0.329,0.271,4,0
10,2,2,4,0.309,0.255,4,0
10,2,2,4,0.228,0.262,4,0
10,2,2,4,0.236,0.321,4,0
10,2,2,2,0.662,0.261,4,0
10,2,2,4,0.229,0.294,4,0
10,2,2,4,0.241,0.259,4,0
10,2,2,4,0.357,0.263,4,0
10,1,1,4,0.432,0.267,4,0
10,2,2,4,0.328,0.242,4,0
10,2,1,1,0.518,0.505,4,0
10,2,2,4,0.517,0.231,4,0
10,2,2,4,0.24,0.243,4,0
10,2,2,4,0.549,0.229,4,0
10,2,2,4,0.256,0.251,4,0
10,2,2,4,0.226,0.255,4,0
10,2,2,4,0.329,0.255,4,0
10,2,1,2,0.427,0.337,4,0
10,1,1,4,0.232,0.289,4,0
10,2,2,4,0.293,0.238,4,0
10,2,2,4,0.769,0.232,4,0
10,2,2,4,0.2,0.248,4,0
10,2,1,1,0.391,0.257,4,0
10,1,1,4,0.565,0.239,4,0
10,2,2,4,0.201,0.266,4,0
10,1,1,1,0.506,0.322,4,0
10,1,2,4,0.602,0.268,4,0
10,1,1,4,0.526,0.357,4,0
10,2,1,2,0.54,0.394,4,0
10,2,2,4,0.617,0.238,4,0
10,2,2,4,0.38,0.25,4,0
10,1,2,4,0.473,0.238,4,0
10,1,1,4,0.313,0.36,4,0
10,1,1,4,0.213,0.297,4,0
10,2,2,4,0.366,0.299,4,0
10,2,1,1,0.385,0.332,4,0
10,1,2,4,0.309,0.258,4,0
10,2,2,4,0.142,0.342,4,0
10,1,1,4,0.2,0.29,4,0
10,2,2,4,0.542,0.226,4,0
10,2,1,1,0.64,0.319,4,0
10,1,1,1,2.934,0.283,5,0
10,1,2,4,0.9,0.258,5,0
10,1,2,4,0.315,0.246,5,0
10,2,2,4,0.291,0.258,5,0
10,1,2,4,0.627,0.253,5,0
10,1,1,4,0.608,0.285,5,0
10,1,1,2,0.69,0.304,5,0
10,2,2,4,0.419,0.274,5,0
10,1,2,4,0.467,0.248,5,0
10,1,2,4,0.379,0.25,5,0
10,2,2,4,0.301,0.225,5,0
10,1,1,1,0.66,0.387,5,0
10,1,2,4,0.436,0.22,5,0
10,1,1,2,0.678,0.265,5,0
10,2,2,4,0.284,0.225,5,0
10,2,2,4,0.374,0.205,5,0
10,2,2,4,0.442,0.193,5,0
10,1,2,2,0.279,0.233,5,0
10,2,2,2,0.284,0.255,5,0
10,2,2,4,0.529,0.235,5,0
10,1,1,4,0.427,0.233,5,0
10,2,2,4,0.229,0.235,5,0
10,1,1,4,0.244,0.272,5,0
10,2,2,4,0.432,0.228,5,0
10,1,2,2,0.29,0.265,5,0
10,1,1,4,0.62,0.587,5,0
10,2,1,4,0.52,0.275,5,0
10,2,2,4,0.196,0.248,5,0
10,1,1,4,0.526,0.242,5,0
10,1,1,1,0.236,0.229,5,0
10,1,1,4,0.36,0.259,5,0
10,2,2,4,0.294,0.315,5,0
10,2,2,4,0.368,0.238,5,0
10,2,2,2,0.365,0.391,5,0
10,2,2,2,0.238,0.259,5,0
10,2,2,4,0.102,0.282,5,0
10,1,2,4,0.258,0.261,5,0
10,1,1,4,0.392,0.281,5,0
10,1,1,4,0.307,0.247,5,0
10,1,1,4,0.272,0.241,5,0
10,1,2,4,0.237,0.261,5,0
10,2,1,4,0.38,0.284,5,0
10,2,2,4,0.221,0.243,5,0
10,1,2,4,0.24,0.318,5,0
10,2,1,1,0.376,0.665,5,0
10,1,1,4,0.386,0.248,5,0
10,1,2,2,0.653,0.658,5,0
10,2,2,4,0.307,0.204,5,0
10,2,2,4,0.293,0.213,5,0
10,1,2,4,0.498,0.242,5,0
10,1,1,4,0.247,0.269,5,0
10,1,2,4,0.156,0.256,5,0
10,1,2,4,0.221,0.278,5,0
10,1,2,2,0.225,0.346,5,0
10,1,1,2,0.296,0.265,5,0
10,1,1,4,0.172,0.272,5,0
10,2,2,4,0.135,0.276,5,0
10,2,2,4,0.013,0.269,5,0
10,2,2,4,2.077,0.237,5,0
10,1,1,4,0.321,0.254,5,0
10,2,1,1,0.306,0.277,5,0
10,1,1,4,0.507,0.237,5,0
10,1,2,4,0.395,0.25,5,0
10,1,2,2,0.411,0.251,5,0
10,1,2,2,0.155,0.245,5,0
10,2,2,2,0.229,0.222,5,0
10,1,2,3,0.356,0.328,5,0
10,1,1,2,0.526,0.274,5,0
10,2,2,4,0.231,0.236,5,0
10,2,2,2,0.173,0.256,5,0
10,2,2,4,0.209,0.234,5,0
10,1,2,4,0.169,0.239,5,0
10,2,2,4,0.229,0.243,5,0
10,1,2,4,0.428,0.229,5,0
10,2,2,4,0.373,0.251,5,0
10,2,1,4,0.327,0.276,5,0
10,1,2,2,0.268,0.223,5,0
10,1,1,4,0.342,0.267,5,0
10,2,1,4,0.147,0.328,5,0
10,1,1,4,0.143,0.309,5,0
10,2,2,2,0.251,0.258,5,0
10,1,1,4,0.294,0.262,5,0
10,1,2,2,0.241,0.343,5,0
10,1,1,4,0.281,0.246,5,0
10,1,1,1,0.33,0.265,5,0
10,1,1,4,0.249,0.28,5,0
10,2,1,4,0.78,0.302,5,0
10,2,2,4,0.711,0.231,5,0
10,2,2,4,0.178,0.305,5,0
10,2,2,4,0.38,0.327,5,0
10,1,2,4,0.233,0.304,5,0
10,1,2,4,0.572,0.352,5,0
10,1,2,4,0.462,0.247,5,0
10,2,2,4,0.574,0.244,5,0
10,1,1,4,0.35,0.291,5,0
10,2,1,4,0.495,0.279,5,0
10,1,1,2,0.343,0.289,5,0
10,2,2,4,0.537,0.185,5,0
10,1,1,4,0.316,0.224,5,0
10,2,2,4,0.472,0.195,5,0
10,2,2,4,0.237,0.234,5,0
10,2,2,4,0.231,0.22,5,0
10,1,1,1,0.401,0.276,5,0
10,1,2,4,0.473,0.196,5,0
10,1,1,4,0.381,0.198,5,0
10,1,1,4,0.433,0.201,5,0
10,2,1,4,0.353,0.25,5,0
10,1,1,4,0.285,0.225,5,0
10,2,2,4,0.369,0.234,5,0
10,1,2,2,0.321,0.643,5,0
10,2,2,4,0.498,0.186,5,0
10,2,2,4,0.622,0.294,5,0
10,1,2,4,0.442,0.204,5,0
10,2,1,1,0.682,0.259,5,0
10,1,1,1,0.509,0.256,5,0
10,1,1,1,0.657,0.396,5,0
10,1,1,2,0.774,0.367,5,0
10,2,2,4,0.276,0.199,5,0
10,1,1,4,0.519,0.297,5,0
10,1,1,4,0.402,0.224,5,0
10,2,1,1,0.615,0.306,5,0
10,2,2,4,0.201,0.231,5,0
10,2,2,4,0.293,0.223,5,0
10,1,1,1,0.665,0.286,5,0
10,1,2,4,0.622,0.252,5,0
10,1,1,1,0.337,0.282,5,0
10,1,1,4,0.256,0.274,5,0
10,1,2,2,0.296,0.244,5,0
10,2,2,2,0.243,0.276,5,0
10,1,1,4,0.618,0.247,5,0
10,2,2,4,0.371,0.257,5,0
10,2,2,4,0.468,0.25,5,0
10,1,1,1,0.55,0.241,5,0
10,1,2,2,0.459,0.215,5,0
10,1,1,1,0.573,0.264,5,0
10,2,2,4,0.214,0.276,5,0
10,1,1,4,0.59,0.284,5,0
10,2,2,4,0.631,0.283,5,0
10,2,2,2,0.437,0.253,5,0
10,1,2,2,0.715,0.265,5,0
10,2,2,4,0.34,0.259,5,0
10,2,2,4,0.237,0.258,5,0
10,2,2,4,0.212,0.217,5,0
10,2,2,4,0.149,0.243,5,0
10,2,2,4,0.121,0.243,5,0
10,1,2,4,0.626,0.221,5,0
10,1,1,4,0.47,0.226,5,0
10,2,2,4,0.152,0.237,5,0
10,1,1,4,0.467,0.231,5,0
10,2,2,4,0.299,0.234,5,0
10,2,2,2,0.191,0.184,5,0
10,1,2,2,0.202,0.287,5,0
10,1,1,1,0.353,0.303,5,0
10,1,2,4,0.869,0.231,5,0
10,1,1,4,0.436,0.276,5,0
10,2,2,4,0.232,0.217,5,0
10,2,1,4,0.393,0.27,5,0
10,2,2,4,0.446,0.223,5,0
10,1,1,4,0.431,0.232,5,0
10,2,2,4,0.265,0.258,5,0
10,2,2,2,0.514,0.184,5,0
10,1,1,4,0.511,0.196,5,0
10,2,2,4,0.238,0.235,5,0
10,2,1,1,0.649,0.579,5,0
10,2,2,4,0.332,0.18,5,0
10,2,1,4,0.287,0.249,5,0
10,2,2,4,0.437,0.247,5,0
10,1,1,1,0.412,0.345,5,0
10,1,1,4,0.284,0.251,5,0
10,1,2,4,0.542,0.228,5,0
10,2,2,2,0.351,0.223,5,0
10,1,1,4,0.637,0.291,5,0
10,2,2,4,0.595,0.285,5,0
10,1,1,1,0.707,0.348,5,0
10,1,1,1,0.433,0.456,5,0
10,1,1,4,0.302,0.288,5,0
10,2,2,4,0.272,0.229,5,0
10,2,2,4,0.371,0.255,5,0
10,1,2,4,0.555,0.273,5,0
10,2,2,2,0.417,0.194,5,0
10,2,2,2,0.299,0.228,5,0
10,2,1,1,0.759,0.232,5,0
10,2,2,4,0.241,0.231,5,0
10,1,2,2,0.458,0.209,5,0
10,2,2,2,0.146,0.205,5,0
10,2,2,4,0.164,0.225,5,0
10,1,1,4,0.399,0.215,5,0
10,2,2,2,0.246,0.252,5,0
10,2,2,4,0.3,0.251,5,0
10,1,2,4,0.332,0.241,5,0
10,2,2,4,0.765,0.62,5,0
10,1,1,1,0.347,0.326,5,0
10,2,2,4,0.496,0.228,5,0
10,2,2,4,0.327,0.279,5,0
10,1,1,1,0.757,0.238,5,0
10,2,2,4,0.201,0.214,5,0
10,2,2,4,0.244,0.231,5,0
10,1,1,4,0.482,0.28,5,0
10,1,1,4,0.486,0.235,5,0
10,2,2,4,0.284,0.215,5,0
10,1,2,4,0.394,0.234,5,0
10,1,1,1,0.376,0.289,5,0
10,2,2,2,0.291,0.269,5,0
10,1,2,4,0.624,0.229,5,0
10,2,2,4,0.274,0.244,5,0
10,1,2,2,0.554,0.186,5,0
10,2,2,4,0.436,0.218,5,0
10,2,2,2,0.293,0.349,5,0
10,2,2,2,0.232,0.256,5,0
10,1,1,1,0.346,0.287,5,0
10,2,2,4,0.244,0.229,5,0
10,2,2,4,0.382,0.255,5,0
10,1,1,1,0.288,0.432,5,0
10,2,2,4,0.268,0.395,5,0
10,1,2,4,1.967,0.353,5,0
10,1,2,4,0.56,0.226,5,0
10,1,2,2,0.425,0.342,5,0
10,2,2,4,0.199,0.254,5,0
10,1,1,4,0.181,0.311,5,0
10,1,2,4,0.71,0.263,5,0
10,1,1,4,0.466,0.251,5,0
10,2,2,4,0.192,0.243,5,0
10,2,1,1,0.403,0.273,5,0
10,1,2,2,0.285,0.352,5,0
10,2,2,4,0.268,0.236,5,0
10,1,1,1,0.564,0.181,5,0
10,2,2,2,0.251,0.349,5,0
10,2,1,1,0.477,0.234,5,0
10,1,1,1,0.683,0.175,5,0
10,2,2,2,0.442,0.267,5,0
10,2,2,4,1.048,0.199,5,0
10,1,2,4,0.336,0.248,5,0
10,2,2,4,0.081,0.312,5,0
10,1,1,4,0.489,0.26,5,0
10,2,2,2,1.461,0.273,5,0
10,1,1,4,0.435,0.259,5,0
10,2,2,4,0.394,0.262,5,0
10,1,1,4,0.655,0.284,5,0
10,1,1,4,0.482,0.265,5,0
10,2,2,4,0.622,0.19,5,0
10,1,1,4,0.539,0.289,5,0
10,1,1,4,0.303,0.238,5,0
10,1,1,4,0.225,0.22,5,0
10,2,2,4,0.152,0.228,5,0
10,1,2,2,0.459,0.276,5,0
10,2,2,4,0.267,0.224,5,0
10,1,1,1,0.501,0.286,5,0
10,1,1,4,0.27,0.22,5,0
10,2,2,4,0.363,0.237,5,0
10,2,1,4,0.677,0.216,5,0
10,2,2,4,0.47,0.17,5,0
10,1,1,4,0.47,0.277,5,0
10,1,1,4,0.374,0.224,5,0
10,1,1,4,0.23,0.299,5,0
10,2,2,4,0.386,0.231,5,0
10,1,1,4,0.279,0.266,5,0
10,1,2,4,0.739,0.25,5,0
10,1,1,4,0.262,0.244,5,0
10,2,1,1,0.446,0.511,5,0
10,2,2,4,0.487,0.224,5,0
10,1,1,4,0.242,0.247,5,0
10,1,1,4,0.236,0.224,5,0
10,2,2,4,0.415,0.194,5,0
10,2,2,4,0.222,0.231,5,0
10,1,1,4,0.233,0.228,5,0
10,1,1,4,0.61,0.221,5,0
10,2,2,4,0.277,0.21,5,0
10,1,1,4,0.615,0.238,5,0
10,2,2,4,0.242,0.372,5,0
10,2,2,4,0.64,0.232,5,0
10,1,1,1,0.904,0.297,5,0
10,2,2,4,0.243,0.246,5,0
10,2,2,4,0.314,0.221,5,0
10,2,2,4,0.535,0.193,5,0
10,2,2,4,0.642,0.213,5,0
10,1,1,4,0.336,0.24,5,0
10,1,2,2,0.478,0.243,5,0
10,1,2,2,0.608,0.398,5,0
10,1,1,4,0.222,0.216,5,0
10,2,1,1,0.297,0.291,5,0
10,1,1,2,0.353,0.295,5,0
10,2,1,4,0.329,0.362,5,0
10,1,1,4,0.258,0.244,5,0
10,1,1,4,0.276,0.268,5,0
10,1,1,4,0.25,0.254,5,0
10,1,1,4,0.221,0.286,5,0
10,2,2,4,0.386,0.253,5,0
10,1,2,4,0.257,0.227,5,0
10,1,1,1,0.555,0.393,5,0
10,2,2,4,0.396,0.196,5,0
10,1,1,4,0.759,0.283,5,0
10,1,1,4,0.413,0.233,5,0
10,1,1,4,0.298,0.23,5,0
10,1,1,4,0.222,0.236,5,0
10,1,1,4,0.878,0.339,5,0
10,1,1,4,0.523,0.259,5,0
10,2,2,4,0.357,0.209,5,0
10,1,1,4,0.663,0.29,5,0
10,1,2,2,0.506,0.341,5,0
10,2,2,4,0.289,0.217,5,0
10,1,1,1,0.2,0.41,5,0
10,2,2,4,0.224,0.209,5,0
10,1,2,4,0.349,0.212,5,0
10,2,2,4,0.23,0.184,5,0
10,1,1,4,0.243,0.238,5,0
10,2,2,2,0.359,0.223,5,0
10,2,2,4,0.155,0.237,5,0
10,1,2,4,0.231,0.241,5,0
10,2,2,4,0.295,0.189,5,0
10,2,2,4,0.107,0.22,5,0
10,1,1,4,0.233,0.176,5,0
10,2,2,4,0.294,0.391,5,0
10,1,1,1,0.513,0.296,5,0
10,1,1,1,0.572,0.187,5,0
10,2,1,1,0.422,0.19,5,0
10,1,1,4,0.257,0.219,5,0
10,1,2,4,0.305,0.219,5,0
10,2,2,4,0.655,0.184,5,0
10,2,2,4,0.252,0.229,5,0
10,2,2,4,0.365,0.172,5,0
10,1,2,4,0.28,0.179,5,0
10,1,1,1,0.242,0.206,5,0
10,2,2,4,0.104,0.189,5,0
10,2,2,4,0.278,0.19,5,0
10,1,1,4,0.154,0.199,5,0
10,1,1,4,0.256,0.237,5,0
10,1,2,4,0.195,0.185,5,0
10,1,1,4,0.318,0.187,5,0
10,2,2,4,0.19,0.189,5,0
10,2,2,4,0.39,0.172,5,0
10,1,1,4,0.2,0.223,5,0
10,1,1,1,0.318,0.26,5,0
10,1,1,2,0.636,0.292,5,0
10,2,2,4,0.266,0.173,5,0
10,2,2,4,0.235,0.187,5,0
10,1,1,1,0.302,0.24,5,0
10,1,1,4,0.153,0.256,5,0
10,2,2,4,0.235,0.221,5,0
10,2,2,4,0.191,0.225,5,0
10,2,2,4,0.202,0.193,5,0
10,1,1,4,0.24,0.244,5,0
10,2,1,4,0.276,0.289,5,0
10,2,2,4,0.234,0.189,5,0
10,2,2,4,0.299,0.197,5,0
10,2,2,4,0.334,0.212,5,0
10,1,1,4,0.335,0.302,5,0
10,2,2,4,0.284,0.176,5,0
10,1,1,1,0.363,0.239,5,0
10,1,2,1,0.601,0.725,5,0
10,1,1,4,0.56,0.19,5,0
10,2,2,4,0.477,0.204,5,0
10,1,1,4,0.247,0.187,5,0
10,2,1,1,0.5,0.265,5,0
10,2,2,4,0.583,0.225,5,0
10,1,2,2,0.68,0.226,5,0
10,1,1,2,0.389,0.275,5,0
10,2,1,2,0.514,0.268,5,0
10,2,2,4,0.673,0.213,5,0
10,1,1,4,0.4,0.256,5,0
10,2,2,4,0.407,0.23,5,0
10,2,2,4,0.174,0.301,5,0
10,1,2,4,0.363,0.28,5,0
10,2,2,4,0.502,0.171,5,0
10,2,2,4,0.275,0.203,5,0
10,2,1,1,0.432,0.458,5,0
10,2,2,4,0.416,0.172,5,0
10,1,1,4,0.538,0.225,5,0
10,2,2,4,0.349,0.232,5,0
10,2,2,4,0.269,0.232,5,0
10,2,2,4,0.481,0.185,5,0
10,1,1,4,0.362,0.227,5,0
10,2,2,4,0.833,0.232,5,0
10,1,1,4,0.31,0.562,5,0
10,2,2,4,0.209,0.203,5,0
10,2,2,4,0.623,0.208,5,0
10,2,2,4,0.331,0.165,5,0
10,2,1,4,0.324,0.25,5,0
10,1,2,2,0.384,0.214,5,0
10,2,2,4,0.232,0.177,5,0
10,1,2,4,0.507,0.23,5,0
10,1,2,1,0.364,0.615,5,0
10,2,2,4,0.29,0.182,5,0
10,1,1,4,0.215,0.216,5,0
10,2,2,4,0.225,0.189,5,0
10,2,2,4,0.247,0.192,5,0
10,2,1,1,0.278,0.253,5,0
10,1,1,4,0.375,0.219,5,0
10,1,2,2,0.761,0.26,5,0
10,2,1,1,0.844,0.177,5,0
10,1,1,1,0.377,0.163,5,0
10,1,1,1,0.24,0.209,5,0
10,2,2,4,0.21,0.242,5,0
10,2,2,4,0.271,0.189,5,0
10,1,1,4,0.442,0.221,5,0
10,1,1,4,0.399,0.206,5,0
10,1,1,4,0.188,0.219,5,0
10,1,1,4,0.256,0.275,5,0
10,2,2,1,0.24,0.403,5,0
10,2,2,4,0.249,0.223,5,0
10,1,1,4,1.1,0.237,5,0
10,1,1,1,0.612,0.25,5,0
10,1,2,2,0.377,0.32,5,0
10,2,2,4,0.268,0.19,5,0
10,2,2,4,0.166,0.229,5,0
10,2,2,4,0.285,0.261,5,0
10,2,2,4,0.105,0.236,5,0
10,1,1,4,0.3,0.242,5,0
10,2,2,4,0.31,0.252,5,0
10,1,2,1,0.503,0.464,5,0
10,2,2,4,0.225,0.252,5,0
10,2,2,4,0.133,0.219,5,0
10,2,2,4,0.149,0.225,5,0
10,2,2,4,0.286,0.265,5,0
10,1,2,1,0.261,0.442,5,0
10,2,2,1,0.501,0.234,5,0
10,1,1,1,0.434,0.205,5,0
10,1,1,4,0.173,0.246,5,0
10,2,2,2,0.298,0.269,5,0
10,2,2,4,0.157,0.254,5,0
10,2,2,4,0.155,0.258,5,0
10,2,2,4,0.103,0.275,5,0
10,2,1,1,0.348,0.321,5,0
10,2,2,4,0.224,0.287,5,0
10,2,2,4,0.289,0.24,5,0
10,1,1,4,0.574,0.294,5,0
10,1,1,4,0.364,0.248,5,0
10,2,2,4,0.224,0.274,5,0
10,2,2,4,0.17,0.237,5,0
10,2,2,4,0.12,0.243,5,0
10,2,2,4,0.273,0.24,5,0
10,2,2,4,0.259,0.304,5,0
10,1,1,4,0.319,0.251,5,0
10,2,2,4,0.249,0.246,5,0
10,1,1,4,0.347,0.287,5,0
10,2,2,4,0.113,0.235,5,0
10,1,2,4,0.228,0.255,5,0
10,1,1,4,0.646,0.245,5,0
10,1,1,4,0.6,0.288,5,0
10,1,2,4,0.262,0.255,5,0
10,2,2,4,0.389,0.275,5,0
10,1,1,4,0.24,0.258,5,0
10,2,1,4,1.03,0.371,5,0
10,1,2,4,0.359,0.453,5,0
10,2,2,4,0.241,0.24,5,0
10,2,2,2,0.288,0.247,5,0
10,2,2,4,0.174,0.244,5,0
10,2,2,4,0.22,0.22,5,0
10,2,2,4,0.435,0.211,5,0
10,1,1,4,0.226,0.228,5,0
10,1,1,4,0.121,0.261,5,0
10,2,1,1,0.467,0.219,5,0
10,2,2,4,0.17,0.233,5,0
10,2,2,4,0.567,0.205,5,0
10,2,2,4,0.246,0.227,5,0
10,2,2,4,0.04,0.216,5,0
10,2,2,4,0.124,0.212,5,0
10,2,1,1,0.386,0.26,5,0
10,2,2,4,0.404,0.198,5,0
10,2,2,4,0.318,0.187,5,0
10,1,1,4,0.348,0.239,5,0
10,1,1,4,0.196,0.211,5,0
10,2,1,4,0.224,0.224,5,0
10,2,1,4,0.572,0.236,5,0
10,1,1,4,0.314,0.233,5,0
10,1,1,4,0.074,0.24,5,0
10,2,2,4,0.239,0.222,5,0
10,2,2,4,0.183,0.244,5,0
10,2,1,1,0.402,0.345,5,0
10,2,2,4,0.131,0.222,5,0
10,1,1,4,0.107,0.245,5,0
10,2,2,4,0.254,0.242,5,0
10,2,2,4,0.463,0.258,5,0
10,1,1,4,0.262,0.265,5,0
10,2,2,4,0.537,0.199,5,0
10,1,2,1,0.088,0.752,5,0
10,2,1,4,0.505,0.247,5,0
10,2,1,4,0.16,0.307,5,0
10,2,2,4,0.252,0.256,5,0
10,2,1,1,0.878,0.264,5,0
10,1,1,4,0.345,0.255,5,0
10,2,2,4,0.171,0.239,5,0
10,2,2,4,0.396,0.232,5,0
10,1,1,4,0.122,0.246,5,0
10,1,1,4,0.13,0.239,5,0
10,1,1,4,0.115,0.25,5,0
10,2,1,4,0.153,0.322,5,0
10,1,2,2,0.217,0.24,5,0
10,2,2,4,0.183,0.234,5,0
10,1,1,4,0.066,0.26,5,0
10,2,1,1,0.451,0.241,5,0
10,1,1,4,0.205,0.238,5,0
10,1,1,4,0.092,0.242,5,0
10,2,2,2,0.168,0.297,5,0
10,1,1,4,0.036,0.26,5,0
10,2,2,4,0.137,0.227,5,0
10,2,2,4,0.218,0.253,5,0
10,1,1,4,0.173,0.27,5,0
10,2,1,4,0.798,0.25,5,0
10,2,1,4,0.273,0.269,5,0
10,2,2,4,0.391,0.261,5,0
10,2,2,4,2.655,0.372,6,0
10,1,2,4,0.32,0.273,6,0
10,1,1,4,0.68,0.242,6,0
10,1,1,4,0.454,0.206,6,0
10,1,1,4,0.307,0.212,6,0
10,1,1,4,0.548,0.218,6,0
10,1,1,4,0.37,0.206,6,0
10,1,1,4,0.534,0.228,6,0
10,1,1,1,0.728,0.205,6,0
10,1,1,4,0.525,0.268,6,0
10,2,2,4,0.235,0.206,6,0
10,1,1,4,0.404,0.234,6,0
10,1,1,4,0.534,0.224,6,0
10,2,2,4,0.315,0.201,6,0
10,2,2,4,0.358,0.205,6,0
10,2,2,4,0.32,0.257,6,0
10,2,2,4,0.285,0.211,6,0
10,2,2,4,0.421,0.227,6,0
10,2,2,2,0.396,0.224,6,0
10,2,1,1,0.292,0.327,6,0
10,2,2,4,0.139,0.222,6,0
10,1,2,4,0.227,0.205,6,0
10,2,1,2,0.512,0.291,6,0
10,1,1,4,0.318,0.215,6,0
10,2,2,4,0.29,0.247,6,0
10,2,2,4,0.119,0.202,6,0
10,2,1,1,0.168,0.248,6,0
10,1,1,1,0.362,0.219,6,0
10,1,1,4,0.214,0.21,6,0
10,2,2,4,0.214,0.215,6,0
10,1,2,1,0.103,0.042,6,0
10,1,1,4,0.244,0.275,6,0
10,1,1,1,0.229,0.208,6,0
10,2,2,2,0.104,0.253,6,0
10,1,1,4,0.519,0.246,6,0
10,2,1,4,0.217,0.227,6,0
10,2,2,4,0.869,0.224,6,0
10,1,1,1,0.308,0.273,6,0
10,2,1,1,0.204,0.505,6,0
10,1,2,4,0.106,0.219,6,0
10,2,1,1,0.559,0.231,6,0
10,2,2,4,0.197,0.172,6,0
10,2,2,4,0.643,0.22,6,0
10,2,2,4,0.17,0.202,6,0
10,2,2,2,0.197,0.256,6,0
10,1,1,4,0.123,0.264,6,0
10,1,1,1,0.089,0.29,6,0
10,1,1,4,0.419,0.218,6,0
10,2,1,1,0.289,0.298,6,0
10,2,2,4,0.061,0.257,6,0
10,2,1,4,0.695,0.847,6,0
10,2,1,4,0.339,0.262,6,0
10,1,1,4,0.251,0.249,6,0
10,1,1,4,0.503,0.278,6,0
10,1,2,4,0.222,0.209,6,0
10,1,2,2,0.362,0.24,6,0
10,2,2,4,0.202,0.234,6,0
10,1,1,4,0.268,0.247,6,0
10,1,1,4,0.201,0.241,6,0
10,1,2,2,0.394,0.21,6,0
10,1,1,1,0.422,0.279,6,0
10,1,1,4,0.376,0.221,6,0
10,2,2,4,0.22,0.222,6,0
10,1,2,2,0.286,0.302,6,0
10,2,1,1,0.368,0.253,6,0
10,2,2,4,0.351,0.227,6,0
10,2,1,1,0.792,0.307,6,0
10,2,2,4,0.224,0.211,6,0
10,2,1,1,0.269,0.242,6,0
10,2,1,1,0.345,0.254,6,0
10,1,1,4,0.267,0.328,6,0
10,1,1,4,0.292,0.195,6,0
10,2,2,4,0.495,0.185,6,0
10,1,2,4,0.196,0.221,6,0
10,1,2,2,0.142,0.233,6,0
10,1,2,2,0.274,0.246,6,0
10,2,1,1,0.546,0.245,6,0
10,2,2,4,0.167,0.212,6,0
10,2,2,2,0.096,0.265,6,0
10,2,2,4,0.152,0.204,6,0
10,1,1,4,0.191,0.224,6,0
10,2,1,4,0.137,0.222,6,0
10,1,1,1,0.176,0.256,6,0
10,1,2,4,0.134,0.244,6,0
10,2,2,4,0.198,0.227,6,0
10,1,1,4,0.222,0.209,6,0
10,2,1,1,0.429,0.271,6,0
10,2,2,4,0.088,0.211,6,0
10,2,2,4,0.094,0.195,6,0
10,2,2,4,1.273,0.24,6,0
10,2,1,1,0.607,0.262,6,0
10,1,1,4,0.204,0.214,6,0
10,2,2,4,0.189,0.225,6,0
10,2,1,1,0.194,0.593,6,0
10,2,2,4,0.552,0.197,6,0
10,1,1,4,0.316,0.192,6,0
10,2,2,2,0.212,0.25,6,0
10,1,1,4,0.343,0.209,6,0
10,1,1,4,0.128,0.176,6,0
10,2,2,4,0.388,0.224,6,0
10,1,2,4,0.268,0.287,6,0
10,2,2,4,0.434,0.241,6,0
10,2,2,4,0.177,0.229,6,0
10,2,1,1,0.276,0.277,6,0
10,2,2,4,0.2,0.233,6,0
10,1,2,2,0.262,0.229,6,0
10,2,1,1,0.264,0.235,6,0
10,2,2,4,0.411,0.21,6,0
10,1,1,4,0.165,0.257,6,0
10,1,1,4,0.268,0.229,6,0
10,2,1,4,0.188,0.262,6,0
10,2,2,2,0.297,0.244,6,0
10,1,1,4,0.175,0.227,6,0
10,2,2,4,0.112,0.232,6,0
10,1,1,4,0.203,0.241,6,0
10,1,1,4,0.264,0.226,6,0
10,1,1,4,0.193,0.22,6,0
10,1,1,4,0.162,0.249,6,0
10,1,1,1,0.388,0.222,6,0
10,2,2,4,0.208,0.231,6,0
10,2,2,4,0.261,0.21,6,0
10,1,1,4,0.073,0.215,6,0
10,1,1,4,0.141,0.22,6,0
10,2,2,4,0.248,0.278,6,0
10,2,2,4,0.128,0.227,6,0
10,1,2,4,0.304,0.253,6,0
10,1,1,4,0.438,0.254,6,0
10,1,1,1,0.433,0.254,6,0
10,2,2,4,0.148,0.223,6,0
10,1,1,4,0.201,0.26,6,0
10,1,1,4,0.105,0.213,6,0
10,1,1,4,0.163,0.221,6,0
10,1,1,4,0.094,0.222,6,0
10,2,2,4,0.131,0.223,6,0
10,2,1,1,0.52,0.295,6,0
10,2,2,4,0.05,0.204,6,0
10,1,1,1,0.228,0.242,6,0
10,1,1,4,0.084,0.245,6,0
10,2,2,4,0.131,0.243,6,0
10,1,1,4,0.11,0.296,6,0
10,1,1,4,0.235,0.213,6,0
10,1,1,4,0.104,0.193,6,0
10,2,2,4,0.148,0.221,6,0
10,1,1,4,0.24,0.204,6,0
10,2,1,2,0.269,0.107,6,0
10,1,1,4,0.57,0.165,6,0
10,2,2,4,0.14,0.18,6,0
10,1,1,4,0.121,0.246,6,0
10,2,2,4,1.182,0.22,6,0
10,1,1,4,0.293,0.221,6,0
10,1,1,4,0.099,0.207,6,0
10,1,2,4,0.089,0.318,6,0
10,2,1,4,0.129,0.266,6,0
10,2,2,4,0.332,0.194,6,0
